"PID","CHOSEN","GENDER","AGE","WORK","GRAD","DIET","STUDENT","MARRIED","DELIV","FACEBOOK","TWITTER","INSTA","INCOME","KIDS","ALONE","REGION","DENSIT","FREQ","SNOB","PRICE_STA","KNOWN_STA","TASTE_STA","AMB_STA","SPEED_STA","MENU_STA","APP_STA","ADV_STA","PRICE_DUN","KNOWN_DUN","TASTE_DUN","AMB_DUN","SPEED_DUN","MENU_DUN","APP_DUN","ADV_DUN","PRICE_PEET","KNOWN_PEET","TASTE_PEET","AMB_PEET","SPEED_PEET","MENU_PEET","APP_PEET","ADV_PEET","PRICE_CAR","KNOWN_CAR","TASTE_CAR","AMB_CAR","SPEED_CAR","MENU_CAR","APP_CAR","ADV_CAR","UNO"
792,2,1,21,1,3,1,2,2,2,1,1,2,1,2,2,3,3,1,3,5.68,1,4,5,3,3,3,4,2.18,1,4,3,1,3,4,3,5.56,1,2,4,1,4,3,3,4.53,1,4,4,3,4,5,1,1
793,2,1,35,2,3,1,1,1,1,1,1,1,2,2,2,2,2,1,3,6.14,2,3,3,4,4,4,3,2.82,1,3,5,4,2,3,1,4.99,2,1,4,3,5,5,2,4.37,1,4,3,3,3,1,4,1
794,4,1,61,3,3,2,1,1,2,1,2,1,2,2,2,1,3,2,1,5.49,1,1,3,2,3,1,3,2.96,1,3,4,3,3,1,4,5.18,2,5,4,3,4,3,5,5.07,1,3,5,4,5,4,1,1
795,1,2,34,1,1,1,1,1,1,1,1,1,3,2,2,2,1,1,3,5.42,1,5,5,4,3,5,2,3.79,1,4,4,3,5,5,3,5.82,1,1,3,4,5,1,2,4.58,2,4,5,3,4,3,3,1
796,2,1,60,1,2,1,1,1,1,1,1,1,1,2,2,1,3,2,1,5,1,3,5,3,4,5,5,3.32,1,5,5,3,1,3,2,4.52,1,4,3,2,4,4,3,3.86,2,4,4,4,5,2,4,1
797,2,1,27,1,3,1,1,2,2,2,1,2,2,2,1,1,1,1,3,5.57,1,2,4,4,4,5,2,3.82,1,2,5,4,4,1,3,4.93,2,3,5,4,5,4,5,4.55,1,3,5,3,2,2,2,1
798,1,1,64,3,1,1,1,2,1,1,2,2,2,1,2,2,1,2,2,4.99,1,4,3,4,4,5,3,2.69,1,3,3,3,3,2,2,5.48,2,4,3,2,3,4,3,5.17,1,2,3,3,3,4,2,1
799,2,1,37,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,2,6.38,1,3,4,4,1,5,1,3.06,1,5,2,1,1,3,1,4.87,1,3,3,2,4,2,4,3.89,2,3,4,5,4,2,3,1
800,2,1,33,1,1,1,3,1,1,1,1,1,1,2,1,1,2,2,1,4.23,1,4,4,2,1,4,4,2.13,1,3,5,4,1,5,3,4.41,1,3,4,5,4,4,1,3.79,1,4,5,2,4,3,3,1
801,1,1,48,2,2,4,1,2,1,1,2,2,1,1,1,1,1,2,2,4.32,1,4,4,5,5,3,5,3.51,1,3,4,2,3,3,4,4.62,1,3,4,5,4,2,3,5.12,2,4,4,3,1,4,3,1
802,2,1,53,1,1,4,1,2,2,1,2,2,3,2,2,3,3,1,3,5.27,1,4,4,2,4,3,1,3.28,1,4,4,3,5,1,4,4.71,2,5,2,5,3,5,3,3.8,1,2,4,4,4,2,1,1
803,1,1,63,1,1,1,1,3,2,1,1,1,1,1,2,3,1,2,1,5.42,1,5,4,4,4,5,3,3.27,1,4,4,3,3,3,4,5.08,1,3,5,3,5,4,3,4.6,2,4,4,1,4,1,3,1
804,3,1,23,2,1,1,2,2,1,1,1,2,1,2,2,4,1,1,3,4.55,1,1,5,1,4,3,5,2.83,1,4,4,4,3,3,1,5.07,1,3,4,4,4,3,2,3.82,1,3,5,3,4,3,2,1
805,3,1,22,2,2,1,2,2,2,1,2,1,2,2,2,3,1,2,4,5.48,1,3,4,4,3,1,3,3.53,1,4,3,3,4,2,3,6.27,2,5,4,2,4,3,3,5.05,1,3,3,4,5,3,3,1
806,2,2,51,1,2,1,1,2,1,2,2,2,3,1,2,3,3,1,4,4.85,1,4,3,5,2,5,2,2.93,1,5,3,3,3,3,4,5.45,1,4,1,2,4,2,3,4.49,2,5,5,4,3,1,3,1
807,1,1,37,1,1,2,1,2,1,1,2,2,1,2,2,2,2,2,3,5.35,1,5,4,3,4,4,2,3.05,1,3,3,4,4,2,2,4.64,1,5,5,4,4,1,3,4.74,1,5,3,2,3,3,3,1
808,1,1,30,1,3,1,1,1,1,2,2,1,2,2,2,2,1,1,2,5.58,1,1,4,4,4,3,5,2.58,1,3,4,1,3,3,1,5.67,1,5,4,5,3,5,4,4.41,1,3,3,3,2,2,3,1
809,2,2,39,1,2,1,1,1,2,1,1,1,1,1,2,2,3,2,1,6.31,1,4,3,3,4,4,3,2.76,1,1,4,3,4,3,4,5.84,1,5,4,3,1,2,3,4.44,2,1,4,3,3,3,4,1
810,2,2,28,1,2,1,1,1,2,2,1,2,2,2,2,1,2,1,2,5.31,1,4,2,5,3,2,4,2.56,1,4,5,3,3,4,2,4.02,1,4,1,3,3,3,1,4.32,1,4,1,3,2,1,3,1
811,1,1,19,2,2,4,2,1,2,1,1,1,1,2,2,3,2,2,3,4.78,1,4,5,2,3,4,4,2.64,1,4,4,4,4,1,3,4.18,1,2,4,2,4,4,3,4.63,2,2,3,3,4,4,4,1
812,2,2,54,1,2,4,1,2,1,1,2,1,2,1,1,2,1,1,2,5.76,1,5,5,4,3,4,5,2.58,1,4,4,1,3,5,3,5.02,2,4,4,4,4,3,3,4.27,1,1,5,1,3,3,4,1
813,4,1,46,2,2,2,1,1,2,2,2,1,2,1,2,2,3,1,2,5.75,1,4,3,2,4,3,3,3.17,1,4,2,3,5,3,3,4.35,2,4,3,4,3,1,1,4.43,2,5,5,5,5,2,3,1
814,3,2,20,3,2,1,2,1,1,2,1,1,3,2,2,2,1,1,3,5.7,1,3,4,5,3,3,5,2.64,1,4,4,5,4,2,5,4.43,1,4,3,3,5,5,3,4.91,1,4,4,4,4,2,3,1
815,3,2,74,1,3,1,1,1,2,1,1,1,2,1,2,4,1,2,1,5.51,1,4,4,3,5,3,2,4.12,1,4,4,3,3,4,1,4.75,1,1,5,5,3,4,4,4.8,1,5,4,3,3,3,3,1
816,2,1,22,1,2,4,2,1,2,2,2,1,2,2,2,4,1,1,3,5.66,1,5,3,3,3,4,3,3.02,1,3,4,4,3,3,2,5.19,2,2,4,1,4,5,2,5.24,2,2,5,1,3,1,3,1
817,1,1,21,2,3,1,2,2,1,2,1,1,1,2,1,2,3,1,2,5.11,1,3,4,3,4,5,2,3.09,1,4,3,2,4,4,2,4.83,1,5,4,3,4,2,4,4.46,1,5,5,5,4,1,4,1
818,1,1,36,1,3,1,1,1,2,1,1,1,1,1,2,2,2,2,3,5.17,1,3,4,4,4,3,4,1.96,1,4,4,2,4,2,3,4.61,1,2,3,3,3,3,5,4.76,2,2,4,4,3,5,1,1
819,2,2,64,1,2,4,1,3,1,1,2,1,2,2,1,4,1,1,2,5.36,1,2,5,3,4,5,3,3.2,1,3,5,4,5,5,1,5.22,2,3,4,2,5,2,5,4.29,2,5,1,5,3,4,5,1
820,2,2,22,1,3,1,2,1,1,2,2,2,2,2,2,3,1,1,3,5.59,1,5,4,4,4,3,4,2.57,2,4,3,5,4,4,3,5.32,1,4,4,3,3,4,2,4.11,1,4,4,5,5,1,5,1
821,2,2,35,3,1,1,1,2,1,1,2,1,2,2,2,3,1,2,3,5.48,1,4,4,5,2,1,4,2.67,1,2,2,4,1,2,4,5.99,1,4,4,5,3,3,4,3.72,1,4,4,1,4,5,4,1
822,4,1,41,3,3,1,1,2,1,1,2,2,3,1,2,2,2,2,2,5.13,1,2,4,5,3,3,3,3.46,1,4,4,4,4,1,2,4.7,2,5,3,4,1,3,3,4.51,1,5,5,3,5,5,2,1
823,4,2,31,1,3,3,1,2,1,1,2,2,3,1,1,3,2,1,3,6.05,1,4,5,5,3,4,5,2.47,1,1,2,3,3,5,4,5.58,2,4,3,5,3,4,2,4.13,2,5,5,5,5,4,3,1
824,3,2,26,1,1,1,3,2,2,1,2,1,1,2,2,3,2,2,2,5.94,1,4,5,3,3,4,3,3.18,1,3,4,4,4,3,2,4.51,1,5,5,5,4,4,3,4.83,2,2,4,5,2,2,2,1
825,2,2,47,1,3,1,2,3,1,1,2,1,1,1,1,4,2,1,1,6.42,1,1,5,3,4,2,1,2.92,1,3,4,4,4,3,1,5.22,2,5,5,5,4,3,2,3.54,1,3,5,4,4,4,1,1
826,4,1,73,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,3,5.86,1,4,1,4,4,3,3,2.5,1,4,2,3,5,3,5,5.31,2,3,5,1,2,3,3,3.99,2,5,4,4,4,3,1,1
827,1,1,46,2,2,1,2,1,1,1,1,2,1,1,2,1,1,2,2,6.08,1,2,3,3,4,4,2,3.22,1,5,3,4,3,3,3,4.13,1,5,3,4,5,4,3,4.68,1,5,2,2,4,3,4,1
828,2,1,73,1,2,1,1,1,1,1,1,1,2,2,1,3,2,1,4,6.3,1,4,4,4,4,4,1,3.33,1,4,5,1,4,2,3,5.44,1,4,4,3,3,3,5,3.93,1,4,4,3,4,3,2,1
829,1,1,28,2,3,1,1,1,2,1,1,1,3,2,2,2,1,1,1,4.58,1,4,5,4,2,3,2,2.26,2,5,4,2,5,3,1,5.33,2,3,4,5,3,1,5,4.85,2,4,3,4,4,5,3,1
830,2,2,48,2,2,1,1,2,1,1,2,1,2,1,2,4,1,1,2,5.26,1,5,3,3,1,2,4,3.25,2,4,5,5,3,1,2,4.36,2,5,3,4,5,2,3,5.08,2,2,1,4,4,4,3,1
831,2,1,52,2,2,1,1,2,1,1,2,2,2,1,2,1,1,1,1,4.92,1,5,5,5,5,3,4,2.88,1,5,5,4,4,2,3,5.76,2,3,4,4,3,2,3,4.65,1,3,4,5,3,4,2,1
832,1,2,60,1,3,1,1,3,1,2,2,1,2,2,2,3,1,1,1,5.95,1,5,4,4,3,5,3,2.39,1,1,4,2,3,4,4,5.06,2,2,2,5,4,4,3,4.6,1,4,4,4,5,2,2,1
833,3,1,67,1,1,1,2,1,2,1,2,1,1,1,1,4,1,1,2,4.66,2,3,4,3,3,1,1,2.69,1,3,2,3,4,3,2,5.56,2,5,4,4,3,5,3,4.93,1,3,3,5,4,2,3,1
834,2,2,69,1,1,1,1,2,1,1,2,1,2,2,1,3,2,1,2,4.83,2,2,2,4,5,4,3,2.84,1,1,3,4,3,4,2,5.2,1,4,4,4,4,5,4,4.35,1,3,4,3,2,5,3,1
835,2,2,55,3,1,3,3,2,1,1,2,1,1,1,1,1,1,1,2,5.41,1,4,4,5,4,3,2,2.71,1,4,4,5,3,2,4,5.35,1,1,4,4,1,4,2,3.43,1,4,5,2,4,3,3,1
836,2,2,18,1,1,1,2,2,2,1,1,2,1,2,2,4,1,2,4,5.54,1,4,3,4,3,3,4,3.04,2,4,5,3,4,2,4,5.1,1,3,5,2,4,5,5,3.4,2,3,3,4,3,3,2,1
837,2,2,23,1,2,1,2,1,2,1,2,1,2,2,2,4,2,1,2,5.88,1,3,3,3,3,4,3,2.77,1,4,4,3,4,4,3,5.02,1,4,3,4,5,3,3,4.6,2,1,4,2,3,3,3,1
838,2,2,43,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,5.35,1,5,2,3,2,4,4,3.37,1,5,4,3,3,3,1,4.94,1,4,5,3,2,4,2,4.97,2,5,4,3,1,5,5,1
839,2,1,21,2,2,4,3,3,1,1,2,1,1,2,2,2,1,1,3,6.1,1,2,3,1,5,4,2,3.17,1,4,4,4,4,4,3,4.92,1,5,4,2,1,4,2,4.78,2,4,2,4,2,5,3,1
840,1,1,35,1,2,1,1,1,2,1,1,2,1,2,1,4,1,1,2,4.23,1,5,4,3,1,2,2,3.29,1,3,4,2,5,4,2,5.55,1,1,4,3,4,5,1,4.47,1,4,4,3,5,3,3,1
841,2,2,60,3,2,2,1,2,2,1,1,1,1,1,2,1,3,1,2,5.98,1,4,5,5,2,3,3,3.15,1,5,4,3,3,3,1,4.8,1,3,4,1,3,1,3,4.62,1,4,2,2,4,2,3,1
842,2,2,69,2,1,1,1,1,2,1,2,1,2,1,2,1,3,1,2,5.2,1,3,3,3,3,5,5,3.82,2,5,2,2,3,5,2,4.78,1,4,2,4,1,3,3,4.64,1,5,4,1,3,5,2,1
843,3,2,60,1,2,1,1,1,2,1,1,1,1,1,2,4,3,2,3,5,1,4,4,4,4,5,1,4.01,1,3,3,3,5,1,4,5.49,1,4,2,1,4,2,4,4.38,1,3,3,4,4,2,3,1
844,2,1,39,2,1,1,1,2,2,1,1,2,2,1,2,3,2,1,2,4.72,1,3,4,2,3,1,3,2.78,1,4,4,3,3,5,5,5.78,1,4,2,2,4,3,3,4.31,1,5,3,2,5,2,3,1
845,2,2,63,2,1,1,1,3,1,2,1,1,2,1,2,4,1,1,3,6.27,1,3,2,1,4,1,1,3.53,1,5,4,1,4,1,1,5.6,2,2,1,4,3,5,2,4.78,2,4,4,4,3,4,3,1
846,2,1,47,3,2,1,1,2,1,1,2,1,1,2,2,4,2,1,2,5.21,1,3,3,4,4,3,3,2.06,1,4,5,4,2,4,2,5.28,1,4,1,4,3,4,2,5.12,1,4,5,2,3,5,2,1
847,3,2,23,2,1,1,2,1,1,1,2,1,2,2,2,4,1,2,2,5.64,1,4,1,4,2,2,3,2.15,1,1,5,2,5,1,2,5.19,1,5,3,5,3,3,4,3.89,2,3,4,4,4,2,4,1
848,2,1,21,1,1,1,2,2,1,1,2,2,1,2,1,1,1,1,4,5.83,1,3,5,1,3,4,3,2.95,1,3,3,4,3,5,1,4.6,1,5,2,4,4,3,3,5.26,2,4,5,2,5,2,3,1
849,2,1,29,2,3,1,3,1,1,1,2,1,2,1,2,1,1,2,2,5.49,1,4,1,4,4,3,4,3.45,1,5,2,4,5,4,3,3.43,1,2,2,4,1,4,3,3.95,2,4,5,4,4,3,2,1
850,2,1,65,1,2,1,1,2,1,1,1,2,1,1,2,3,1,1,3,5.51,1,4,4,4,3,5,3,2.58,1,2,5,5,5,2,1,5,1,2,2,1,4,5,4,4.77,1,4,2,4,5,4,2,1
851,4,1,70,1,1,1,1,2,2,1,1,1,1,2,2,4,3,1,3,5.95,1,4,5,4,4,2,2,3.28,1,3,5,1,3,3,4,5.63,1,5,1,4,4,3,5,4.15,1,5,4,4,3,2,3,1
852,4,2,46,1,1,3,1,1,2,1,2,1,2,2,1,2,2,1,2,5.41,1,1,1,3,3,3,2,3.26,1,5,1,4,3,4,1,5.69,2,3,5,3,4,2,4,4.44,2,5,4,4,4,3,3,1
853,2,2,70,2,2,1,1,1,2,2,1,1,2,2,2,3,2,1,1,6.03,2,3,4,1,3,3,3,3.33,1,5,4,4,1,2,4,5.23,1,4,4,2,4,1,3,4.58,1,5,2,5,3,4,2,1
854,2,2,59,2,1,1,1,2,1,1,2,2,2,1,1,2,1,1,1,5.22,2,4,4,3,3,3,4,3.59,1,4,5,4,3,5,2,4.8,2,3,4,2,4,1,2,4.45,2,5,4,5,5,5,3,1
855,1,1,27,1,2,4,1,1,1,1,1,1,2,2,2,4,1,1,1,5.08,1,5,4,1,3,5,2,3.11,1,4,4,3,2,3,4,5.12,2,3,4,4,2,3,3,4.77,1,3,4,2,5,4,2,1
856,2,1,69,3,1,1,1,2,1,1,1,1,3,1,1,4,1,2,2,4.37,1,3,2,4,4,3,2,3.01,1,5,5,2,4,2,3,4.5,1,4,5,2,3,5,4,4.37,1,5,4,3,4,4,3,1
857,2,2,24,3,1,1,2,2,1,1,2,2,2,2,2,2,1,1,3,5.57,1,3,4,3,5,3,4,2.73,1,3,4,3,4,4,1,5.49,2,3,4,3,4,3,4,5.13,2,3,2,4,4,4,2,1
858,1,1,24,2,2,1,2,2,1,1,1,2,2,2,2,4,1,1,1,6.27,1,4,4,5,4,2,1,2.41,1,2,3,2,3,4,3,4.76,2,4,4,4,4,3,2,4.51,1,3,4,2,2,5,3,1
859,2,1,57,1,3,1,1,2,1,1,1,1,1,1,1,4,1,2,2,5.91,2,4,4,4,2,4,3,3.47,1,3,4,4,4,2,4,5.11,1,4,4,3,3,4,2,4.73,1,5,2,4,3,3,2,1
860,2,2,56,1,2,1,1,1,2,1,2,1,1,1,2,4,1,2,3,5.31,1,4,4,4,3,4,2,3.76,1,3,5,2,4,4,2,4.39,1,3,4,5,5,2,4,4.32,1,4,4,4,4,5,4,1
861,2,1,40,1,1,4,1,1,2,1,2,1,1,1,2,3,1,1,2,6.69,1,5,5,4,2,1,1,3.31,1,3,4,2,4,5,3,5.48,1,2,3,4,2,1,3,4.45,2,5,1,1,5,5,2,1
862,2,1,65,1,2,1,2,1,2,2,1,1,3,2,2,3,1,1,1,4.77,1,3,5,2,4,4,3,2,1,2,5,3,3,4,4,4.72,2,5,5,3,3,3,3,4.25,1,3,4,4,3,3,3,1
863,2,2,57,2,1,1,1,2,1,2,2,1,1,2,2,1,3,1,1,5.61,1,4,4,3,4,2,3,3.5,1,5,2,4,3,5,3,5.73,2,3,1,1,4,4,3,4.83,1,3,3,3,4,2,3,1
864,2,1,52,1,2,2,3,1,2,1,2,2,2,1,2,1,1,1,1,5.45,1,2,4,3,5,5,1,3.23,1,4,5,5,3,4,1,4.33,1,3,4,4,4,3,4,4.83,2,4,2,4,4,5,3,1
865,2,2,23,1,2,1,3,2,1,1,2,1,2,2,1,3,1,1,4,6.09,1,3,4,1,4,3,5,2.36,1,4,3,4,4,4,4,4.83,1,4,4,3,4,2,2,3.54,2,4,5,4,2,3,5,1
866,1,1,58,1,1,2,1,1,1,2,1,1,2,1,2,4,1,2,2,4.89,1,4,3,4,3,2,2,2.98,1,3,4,3,4,3,2,4.85,1,2,4,5,4,5,3,4.1,1,4,4,4,3,5,2,1
867,2,1,48,1,3,1,1,1,1,2,2,1,1,1,2,1,1,1,2,5.18,1,3,4,2,3,4,5,2.47,1,5,4,5,4,1,2,5.35,1,3,3,2,5,4,3,4,1,3,1,4,5,4,1,1
868,2,1,19,1,1,1,2,2,2,1,1,2,3,2,1,3,3,1,1,4.71,1,4,4,4,3,3,2,3.64,1,4,5,4,5,5,3,5.24,2,4,4,2,4,2,4,5.07,2,3,4,3,3,3,2,1
869,1,1,62,1,2,4,1,1,1,1,1,1,2,1,2,1,3,2,1,5.93,1,5,4,4,4,3,5,4.28,1,1,3,3,3,3,3,5.52,1,2,4,3,3,1,3,4.45,1,3,3,4,3,2,3,1
870,4,1,73,1,3,1,1,2,1,1,2,1,2,1,1,3,3,1,1,5.15,1,3,5,3,2,4,5,3.98,1,4,3,3,3,3,1,5.88,2,2,2,5,1,5,3,4.18,1,5,4,5,5,5,4,1
871,1,1,67,1,3,1,1,1,2,1,1,1,1,1,1,3,1,2,2,5.43,1,4,3,4,5,1,4,2.14,2,4,3,3,3,5,2,5.62,1,5,5,3,4,1,3,5.12,1,4,5,2,3,3,4,1
872,1,1,47,1,2,1,1,2,1,1,2,2,1,1,2,3,2,1,2,5.1,1,4,3,4,3,1,3,3.05,1,4,3,3,3,4,5,4.99,2,4,5,1,3,3,4,5.27,1,3,5,4,2,2,4,1
873,3,2,18,3,2,4,2,2,1,2,1,2,2,2,1,4,1,1,2,5.22,1,3,4,4,3,3,3,3.35,1,3,3,1,5,3,1,5.36,1,5,1,5,5,4,3,5.04,1,4,2,3,3,4,1,1
874,2,1,64,1,2,1,1,2,2,1,1,2,2,1,2,4,2,1,1,5.06,1,1,4,5,4,5,4,3.17,1,4,4,3,4,5,2,5.83,2,5,5,4,4,3,4,4.34,2,4,4,5,3,5,3,1
875,2,2,25,1,2,1,1,2,2,1,1,1,2,2,2,3,2,1,2,5.76,1,2,5,4,2,3,3,3.21,1,5,2,4,5,2,3,4.73,1,5,4,4,5,2,4,4.33,1,2,5,4,5,5,3,1
876,2,2,60,1,2,1,1,1,1,1,2,1,2,2,2,3,1,2,2,4.68,1,1,1,3,2,1,3,2.71,1,5,4,4,4,5,4,6.15,1,3,4,4,5,3,1,3.5,1,4,4,3,4,4,5,1
877,4,1,62,1,1,1,1,1,2,2,2,1,3,2,1,3,3,1,3,4.73,1,1,4,4,5,5,2,2.49,2,3,3,3,4,2,2,4.5,2,4,2,2,5,3,2,4.33,2,5,4,3,4,3,4,1
878,2,2,59,1,3,1,1,1,2,1,2,1,2,1,2,2,1,1,2,5.41,2,4,4,4,5,3,3,2.96,1,4,5,4,4,2,2,5.95,1,4,3,3,1,3,2,4.3,1,4,4,3,4,2,5,1
879,2,2,37,2,2,1,1,2,2,1,2,1,1,2,1,1,2,1,2,5.93,1,2,4,2,3,2,2,2.7,1,3,4,3,5,4,3,5.2,1,5,3,3,5,2,2,4.53,2,3,4,3,3,3,3,1
880,2,2,62,1,1,2,1,1,2,1,1,1,2,1,2,2,1,1,2,5.87,1,5,5,3,3,3,3,2.63,1,5,4,5,1,3,4,5.07,1,2,5,4,4,3,1,4.6,2,2,3,3,4,4,1,1
881,1,1,58,1,1,1,3,1,2,1,1,1,1,2,2,2,2,2,2,5.22,1,4,5,3,4,5,2,3.09,1,4,4,2,5,1,5,5.39,1,4,4,5,2,3,1,4.03,1,4,3,3,5,1,4,1
882,2,2,54,1,2,1,1,1,1,1,1,1,3,1,1,2,1,1,2,5.2,1,5,3,3,4,4,3,2.76,1,5,4,4,2,3,3,5.06,1,4,4,3,4,4,3,4.85,1,4,2,1,3,3,1,1
883,4,2,52,1,1,1,1,1,2,1,2,1,3,1,2,4,3,1,2,5.09,1,4,2,5,3,1,2,3.51,1,4,3,5,4,3,2,4.8,2,4,4,2,3,4,3,4.98,2,4,5,4,4,2,2,1
884,4,1,58,1,1,4,1,2,2,2,1,1,1,1,2,1,1,1,2,5.65,1,4,4,4,3,2,5,3.22,1,4,5,3,5,3,3,5.19,2,4,5,5,1,3,2,4.63,2,5,3,5,5,5,5,1
885,2,2,69,3,1,1,1,1,1,1,1,2,1,2,2,4,1,1,1,6.55,1,4,5,5,4,3,2,2.57,1,3,3,4,3,2,3,4.62,1,5,5,2,3,2,1,4.47,1,5,3,3,3,3,1,1
886,3,2,18,1,2,3,2,2,2,1,1,2,2,2,2,2,1,1,3,5.87,1,3,4,4,3,3,3,1.96,1,4,4,1,3,1,4,5.67,2,4,4,3,5,3,5,4.61,2,2,4,4,4,3,3,1
887,2,1,26,1,2,1,1,2,1,1,2,1,1,2,1,4,2,1,1,5.66,1,5,4,4,4,4,3,2.98,1,3,5,5,3,3,4,5.19,1,3,4,3,3,2,4,4.49,1,4,3,3,4,2,3,1
888,1,1,48,1,1,1,1,1,2,1,1,2,1,1,2,1,2,1,2,5.66,1,5,5,4,4,3,4,2.9,2,2,2,1,4,5,3,4.54,2,3,3,3,3,5,3,5.05,1,4,2,1,3,3,2,1
889,1,1,23,1,1,1,3,1,2,2,2,1,2,2,1,4,1,1,1,5.99,1,3,4,3,3,3,4,3.17,1,3,5,4,3,1,2,4.78,2,1,1,3,3,5,5,4.1,1,2,4,3,3,5,3,1
890,1,1,59,1,3,4,1,2,1,2,2,1,1,1,2,3,1,1,3,5.83,1,5,3,5,1,2,2,3.66,1,3,4,4,3,2,3,5.19,1,1,5,4,5,2,4,4.48,2,5,4,4,4,3,3,1
891,2,2,23,1,2,1,2,2,1,1,2,2,3,2,2,4,2,1,1,5.93,2,3,3,1,2,4,4,2.5,1,4,5,3,3,3,4,5.34,1,4,3,2,2,5,3,3.93,2,3,3,4,2,4,3,1
892,4,2,28,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,6.52,1,3,5,5,5,3,2,3.25,1,5,4,4,2,2,5,5.32,2,3,5,3,4,1,4,5.15,2,3,4,5,3,5,3,1
893,3,2,49,2,2,2,1,1,2,1,2,1,2,1,2,1,2,1,2,5.81,1,2,2,4,4,5,5,3.92,1,4,5,2,4,3,5,4.45,2,3,4,4,4,3,4,5.1,2,3,4,4,3,2,3,1
894,2,1,21,1,3,1,2,2,2,2,2,2,1,2,1,4,1,2,3,6.05,1,3,3,1,4,4,2,2.69,1,3,4,3,4,5,5,5.36,1,4,4,3,2,5,3,4.66,2,2,4,4,1,3,2,1
895,2,2,28,1,2,3,1,2,2,1,2,1,2,2,2,1,3,1,1,5.82,1,4,5,3,1,5,3,2.33,1,4,3,3,2,4,1,5.76,1,4,5,1,3,3,4,5.11,2,3,5,2,3,3,5,1
896,1,2,29,1,2,1,1,2,1,1,2,1,3,1,2,4,2,1,2,6.02,1,3,4,2,5,1,3,3.37,1,2,2,3,2,3,4,5.89,1,4,3,4,3,1,1,4.82,1,4,5,4,3,3,2,1
897,2,1,42,2,2,3,1,3,1,1,2,2,2,2,2,4,1,1,4,5.85,1,3,3,5,2,5,5,3.52,1,3,4,3,4,5,2,5.74,1,1,4,5,3,5,3,4.78,1,4,2,4,4,2,1,1
898,4,1,44,1,3,1,1,1,1,1,2,2,2,2,2,3,2,1,2,6.07,1,3,4,5,3,4,3,3.18,1,5,5,4,2,3,2,4.59,2,3,4,5,5,2,3,4.29,2,4,4,4,3,1,2,1
899,1,1,33,1,2,1,1,2,2,1,1,2,3,1,2,1,1,1,2,5.25,1,5,4,5,4,3,3,2.89,1,4,4,2,4,5,2,4.71,1,4,5,4,2,3,5,4.07,1,3,4,5,4,3,4,1
900,2,2,38,1,1,4,1,2,2,2,1,1,2,1,1,4,1,1,2,5.41,1,5,3,3,1,5,4,3.01,1,4,3,3,4,4,4,4.23,1,5,4,4,4,3,3,4.71,1,4,5,4,5,4,3,1
901,2,2,48,1,3,1,1,2,1,2,1,1,2,1,2,1,3,1,1,5.42,1,3,2,2,3,4,5,2.19,1,2,3,3,4,4,2,4.88,1,4,4,2,4,4,3,4.55,1,1,1,3,4,3,3,1
902,2,1,35,2,2,1,1,1,1,1,2,1,1,1,2,4,3,1,2,5.47,1,3,4,4,2,4,2,2.76,1,5,3,2,4,2,5,4.97,1,2,3,3,4,4,3,4.82,2,2,5,3,3,3,2,1
903,2,2,51,2,1,1,1,1,1,2,2,2,3,2,2,2,2,1,3,5.36,1,5,3,3,3,5,4,3.17,1,5,2,4,4,4,3,4.1,1,3,4,3,4,2,3,5.3,2,3,5,1,4,5,4,1
904,2,2,35,3,2,4,1,1,2,2,2,1,3,1,2,1,2,1,3,5.28,1,4,4,5,4,3,4,2.9,1,4,5,4,3,4,3,4.58,2,4,4,2,5,3,3,3.83,1,2,3,2,3,2,3,1
905,3,2,25,1,1,1,1,2,1,1,2,1,2,2,1,1,1,1,2,5.25,1,3,2,4,5,2,4,3.51,1,1,3,5,3,4,2,4.98,2,5,5,4,1,4,1,4.74,1,5,4,4,4,4,3,1
906,2,1,46,2,3,3,1,2,2,1,1,1,2,1,2,2,1,1,1,5.62,1,5,2,4,5,5,4,3.31,1,4,3,2,3,3,4,3.45,1,3,1,4,3,5,4,5.14,1,5,2,1,5,2,4,1
907,2,2,54,1,3,1,1,1,2,1,2,1,1,1,2,3,3,1,3,5.12,1,3,3,2,3,3,3,3.32,1,5,1,3,5,4,5,4.66,1,3,3,1,5,3,4,4.72,1,4,2,4,4,2,3,1
908,2,2,58,3,2,1,2,2,1,1,2,1,2,1,2,1,1,1,2,5.88,2,4,5,2,4,4,3,3.32,1,3,2,3,3,5,2,4.4,1,2,3,5,5,3,1,4.27,1,4,3,1,4,5,2,1
909,2,2,52,1,3,1,1,1,2,1,1,1,1,2,2,2,1,1,2,5.98,2,3,4,2,4,1,2,4,1,4,4,4,5,2,4,4.58,1,4,4,3,3,3,3,3.77,2,2,3,3,3,1,4,1
910,2,1,55,1,2,3,2,1,1,1,1,1,2,1,2,2,1,1,1,5.13,1,1,4,4,2,4,1,3.37,1,3,3,5,2,4,3,4.75,2,1,1,3,2,3,2,4.81,1,3,5,3,5,4,2,1
